name,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes
Gregor Gillespie,14,1,0,170.18,70.31,180.34,Orthodox,1986-11-13,3.74,52.0,2.3,57.0,6.86,48.0,100.0,0.8
Tim Boetsch,21,13,0,182.88,83.91,187.96,Orthodox,1981-01-28,2.93,50.0,2.9,57.0,1.45,34.0,59.0,0.8
Mike Kyle,22,14,1,193.04,92.99,195.58,Orthodox,1980-03-31,3.93,51.0,3.35,49.0,1.33,62.0,50.0,0.8
Marion Reneau,9,8,1,167.64,61.23,172.72,Orthodox,1977-06-20,3.2,41.0,3.52,59.0,0.62,63.0,50.0,0.8
Justin Haskins,7,6,0,177.8,77.11,182.88,Orthodox,1979-08-30,1.51,33.0,2.65,54.0,1.62,40.0,52.0,0.8
Kleydson Rodrigues,8,3,0,165.1,61.23,170.18,Orthodox,1995-10-22,5.48,62.0,2.75,48.0,0.85,25.0,63.0,0.8
Jenel Lausa,7,5,0,165.1,56.7,172.72,Orthodox,1988-08-01,1.44,42.0,3.53,53.0,0.55,66.0,51.0,0.8
Rachael Ostovich,4,6,0,160.02,56.7,157.48,Orthodox,1991-02-25,2.54,43.0,3.97,57.0,2.03,83.0,66.0,0.8
Zabit Magomedsharipov,18,1,0,185.42,65.77,185.42,Orthodox,1991-03-01,4.89,48.0,3.0,64.0,5.22,56.0,77.0,0.8
Kay Hansen,7,6,0,157.48,52.16,160.02,Orthodox,1999-08-14,3.01,50.0,3.19,51.0,1.83,22.0,37.0,0.8
Jon Fitch,30,7,1,182.88,77.11,187.96,Orthodox,1978-02-24,2.61,50.0,1.65,54.0,3.6,51.0,56.0,0.8
Felice Herrig,14,10,0,162.56,52.16,165.1,Orthodox,1984-09-18,3.84,37.0,5.19,48.0,1.08,28.0,75.0,0.8
Joey Gambino,9,2,0,170.18,65.77,182.88,Orthodox,1988-10-26,2.47,35.0,2.53,51.0,0.0,0.0,42.0,0.8
Kyung Ho Kang,19,10,0,175.26,61.23,185.42,Orthodox,1987-09-09,3.35,48.0,3.33,55.0,1.87,57.0,68.0,0.8
Benson Henderson,24,7,0,175.26,77.11,177.8,Southpaw,1983-11-16,2.93,45.0,1.79,63.0,2.4,45.0,63.0,0.8
Alexander Otsuka,5,13,0,185.42,92.99,182.88,Orthodox,1971-07-17,0.9,55.0,1.16,51.0,1.51,43.0,53.0,0.8
Chris Weidman,15,7,0,187.96,83.91,198.12,Orthodox,1984-06-17,2.98,43.0,3.27,50.0,3.6,43.0,65.0,0.8
Bryan Caraway,21,9,0,172.72,61.23,172.72,Orthodox,1984-08-04,2.53,34.0,3.61,54.0,2.57,25.0,80.0,0.8
Amanda Ribas,12,4,0,160.02,52.16,167.64,Orthodox,1993-08-26,4.92,42.0,3.33,63.0,1.99,51.0,87.0,0.8
Reginaldo Vieira,13,5,0,170.18,61.23,165.1,Orthodox,1982-11-26,3.76,40.0,2.89,59.0,1.97,27.0,25.0,0.8
Tamires Vidal,7,2,0,167.64,61.23,172.72,Orthodox,1998-07-27,4.25,55.0,4.53,58.0,0.0,0.0,40.0,0.8
Antonio Carlos Junior,11,5,0,187.96,83.91,200.66,Orthodox,1990-03-16,1.95,42.0,2.14,52.0,3.42,39.0,53.0,0.8
Craig White,14,9,0,187.96,77.11,193.04,Orthodox,1990-07-01,1.23,40.0,3.28,39.0,0.0,0.0,50.0,0.8
Urijah Faber,35,11,0,167.64,61.23,170.18,Orthodox,1979-05-14,2.65,40.0,2.59,64.0,1.54,30.0,58.0,0.8
Fabio Nascimento,11,6,0,177.8,83.91,182.88,Orthodox,1900-01-01,2.94,38.0,4.63,55.0,0.0,0.0,55.0,0.8
Frank Gomez,10,6,0,177.8,61.23,170.18,Orthodox,1986-03-31,1.52,48.0,0.79,66.0,1.14,60.0,70.0,0.8
Chad Anheliger,12,7,0,167.64,61.23,162.56,Orthodox,1986-12-01,3.07,42.0,3.55,51.0,1.03,36.0,47.0,0.8
Diego Sanchez,31,13,0,177.8,77.11,182.88,Southpaw,1981-12-31,2.69,37.0,3.02,56.0,1.51,24.0,46.0,0.8
Chris Leben,22,11,0,180.34,83.91,185.42,Southpaw,1980-07-21,2.87,42.0,2.87,52.0,1.14,41.0,53.0,0.8
Julianna Pena,12,5,0,167.64,61.23,175.26,Orthodox,1989-08-19,3.16,47.0,2.3,50.0,1.94,55.0,23.0,0.8
Katsunori Kikuno,24,8,2,172.72,65.77,167.64,Orthodox,1981-10-31,2.64,40.0,2.47,61.0,1.88,75.0,76.0,0.8
Wellington Turman,18,8,0,182.88,77.11,182.88,Orthodox,1996-07-22,3.23,51.0,4.17,45.0,1.55,20.0,42.0,0.8
Kyle Noke,22,10,1,185.42,77.11,193.04,Southpaw,1980-03-18,3.23,50.0,2.09,64.0,1.53,54.0,66.0,0.8
Kanako Murata,12,3,0,154.94,52.16,157.48,Orthodox,1993-08-10,2.15,56.0,2.4,53.0,3.38,56.0,100.0,0.8
Alistair Overeem,47,19,0,193.04,120.2,203.2,Orthodox,1980-05-17,3.67,64.0,2.44,57.0,1.42,55.0,73.0,0.8
John Teixeira,21,2,2,170.18,65.77,182.88,Orthodox,1986-11-18,3.36,35.0,3.2,63.0,1.0,27.0,71.0,0.7
Tony Sims,12,4,0,180.34,70.31,177.8,Southpaw,1985-10-14,1.81,63.0,0.76,65.0,0.71,50.0,50.0,0.7
Renato Moicano,17,5,1,180.34,70.31,182.88,Orthodox,1989-05-21,4.75,47.0,4.07,60.0,1.66,46.0,74.0,0.7
Khama Worthy,16,9,0,180.34,70.31,187.96,Orthodox,1986-10-15,4.18,48.0,4.45,46.0,0.0,0.0,57.0,0.7
Jack Shore,17,1,0,172.72,61.23,180.34,Orthodox,1995-02-06,3.84,58.0,2.2,57.0,3.42,40.0,79.0,0.7
Felipe Arantes,18,10,1,172.72,61.23,185.42,Orthodox,1988-02-09,2.37,45.0,2.66,64.0,0.93,47.0,41.0,0.7
Claudia Gadelha,18,5,0,162.56,52.16,160.02,Orthodox,1988-12-07,3.31,41.0,4.57,57.0,3.03,42.0,58.0,0.7
Joaquim Silva,13,5,0,172.72,70.31,175.26,Southpaw,1989-02-05,3.61,41.0,4.51,54.0,0.45,60.0,64.0,0.7
Daiki Hata,17,11,7,167.64,63.05,182.88,Orthodox,1982-08-24,1.44,39.0,1.42,55.0,0.67,100.0,35.0,0.7
George Sullivan,17,7,0,182.88,77.11,185.42,Orthodox,1981-03-13,3.53,39.0,2.42,57.0,1.37,20.0,38.0,0.7
Ramazan Emeev,20,6,0,177.8,77.11,193.04,Southpaw,1987-05-23,2.53,45.0,2.14,65.0,2.37,29.0,66.0,0.7
Mitsuhiro Ishida,20,8,1,167.64,69.85,182.88,Southpaw,1978-12-29,1.46,41.0,1.13,61.0,4.76,53.0,33.0,0.7
Yair Rodriguez,16,4,0,180.34,65.77,180.34,Orthodox,1992-10-06,4.63,46.0,4.07,51.0,0.73,28.0,59.0,0.7
Scott Jorgensen,15,12,0,165.1,61.23,167.64,Orthodox,1982-09-17,3.37,40.0,3.41,65.0,2.61,45.0,59.0,0.7
Casey O'Neill,9,1,0,167.64,56.7,175.26,Orthodox,1997-10-07,8.77,55.0,5.9,58.0,1.96,42.0,71.0,0.7
Ian Freeman,20,7,1,180.34,102.06,182.88,Orthodox,1966-11-10,2.54,48.0,3.11,44.0,1.44,40.0,80.0,0.7
Diego Saraiva,22,20,1,167.64,70.31,182.88,Orthodox,1982-04-23,1.64,32.0,3.58,62.0,1.33,40.0,0.0,0.7
Alexis Davis,21,11,0,167.64,61.23,172.72,Orthodox,1984-10-04,4.63,49.0,4.45,54.0,0.95,44.0,34.0,0.7
Brian Camozzi,7,5,0,187.96,77.11,198.12,Orthodox,1991-06-24,3.15,26.0,6.39,54.0,0.0,0.0,0.0,0.7
Lucie Pudilova,14,9,0,172.72,61.23,170.18,Orthodox,1994-06-13,3.68,37.0,3.83,51.0,0.55,27.0,66.0,0.7
Ricardo Ramos,16,5,0,175.26,65.77,182.88,Orthodox,1995-08-01,3.21,37.0,3.78,57.0,2.79,59.0,72.0,0.7
Matt Mitrione,12,5,0,190.5,120.2,208.28,Switch,1978-07-15,3.55,50.0,2.79,64.0,0.0,0.0,55.0,0.7
Joe Duffy,16,5,0,177.8,70.31,185.42,Orthodox,1988-02-18,2.68,34.0,3.78,54.0,0.96,66.0,64.0,0.7
Anderson Dos Santos,21,9,0,165.1,61.23,177.8,Orthodox,1985-07-24,2.7,25.0,5.37,49.0,0.98,14.0,66.0,0.7
Milton Vieira,13,8,2,182.88,65.77,182.88,Orthodox,1978-10-04,1.13,35.0,2.36,48.0,2.67,53.0,12.0,0.7
David Kaplan,3,4,0,170.18,70.31,182.88,Orthodox,1979-11-16,2.88,46.0,4.32,67.0,4.88,43.0,0.0,0.7
Amanda Nunes,23,5,0,172.72,61.23,175.26,Orthodox,1988-05-30,4.55,51.0,2.62,57.0,2.73,54.0,82.0,0.7
Robert Sanchez,8,2,0,167.64,56.7,167.64,Orthodox,1986-03-05,0.96,40.0,1.78,46.0,3.61,62.0,50.0,0.7
Rich Franklin,29,7,0,185.42,83.91,193.04,Southpaw,1974-10-05,4.1,44.0,2.07,62.0,1.31,66.0,63.0,0.7
Manvel Gamburyan,15,10,0,165.1,61.23,170.18,Orthodox,1981-05-08,2.13,41.0,2.83,55.0,3.26,34.0,69.0,0.7
Don Madge,9,3,1,182.88,70.31,182.88,Southpaw,1990-11-12,2.08,52.0,0.74,67.0,2.22,25.0,80.0,0.7
Brad Scott,11,6,0,185.42,77.11,193.04,Orthodox,1989-06-24,3.52,41.0,4.31,57.0,0.32,15.0,63.0,0.7
Mandy Bohm,8,2,0,170.18,56.7,180.34,Orthodox,1989-07-30,2.51,45.0,3.24,60.0,0.72,18.0,75.0,0.7
Michelle Waterson-Gomez,18,12,0,160.02,52.16,157.48,Orthodox,1986-01-06,3.56,46.0,4.19,49.0,1.42,32.0,70.0,0.7
Rafael Estevam,12,0,0,172.72,56.7,175.26,Orthodox,1996-08-10,2.94,64.0,3.35,34.0,3.35,19.0,0.0,0.7
Matt Sayles,8,4,0,170.18,70.31,172.72,Orthodox,1994-02-21,4.83,41.0,2.81,61.0,0.36,16.0,81.0,0.7
Mauricio Rua,27,14,1,185.42,92.99,193.04,Orthodox,1981-11-25,3.57,50.0,2.79,54.0,2.01,48.0,49.0,0.7
Steven Peterson,19,11,0,177.8,65.77,177.8,Orthodox,1990-05-29,4.76,40.0,5.94,53.0,1.42,26.0,64.0,0.7
Amir Albazi,17,1,0,165.1,56.7,172.72,Orthodox,1993-10-27,2.8,39.0,3.07,63.0,1.71,33.0,40.0,0.7
Niklas Stolze,12,6,0,185.42,70.31,187.96,Switch,1992-12-28,2.12,48.0,2.25,49.0,0.66,100.0,55.0,0.7
Darren Uyenoyama,10,6,0,167.64,56.7,165.1,Orthodox,1979-10-15,1.34,39.0,2.21,66.0,1.42,33.0,35.0,0.7
Drew McFedries,12,7,0,182.88,83.91,182.88,Southpaw,1978-07-27,5.13,51.0,4.56,52.0,1.42,100.0,56.0,0.7
Niko Price,15,7,0,182.88,77.11,193.04,Orthodox,1989-09-29,5.46,42.0,5.6,48.0,0.7,20.0,64.0,0.7
Marcio Alexandre Junior,17,4,0,182.88,83.91,190.5,Southpaw,1989-05-05,1.61,45.0,2.89,42.0,0.35,20.0,66.0,0.7
Olaf Alfonso,8,12,0,187.96,77.11,182.88,Orthodox,1974-08-06,1.65,38.0,4.77,53.0,0.37,7.0,22.0,0.7
Alex Caceres,21,14,0,177.8,65.77,185.42,Southpaw,1988-06-20,4.16,50.0,2.93,63.0,0.56,68.0,64.0,0.7
Trevor Smith,15,10,0,190.5,83.91,190.5,Orthodox,1981-01-05,3.29,55.0,3.31,51.0,1.7,32.0,60.0,0.7
Daniel Sarafian,10,6,0,175.26,83.91,185.42,Orthodox,1982-08-21,2.23,46.0,3.1,58.0,0.36,7.0,53.0,0.7
Heath Herring,28,16,0,193.04,113.4,198.12,Orthodox,1978-03-02,2.37,50.0,1.77,54.0,1.22,50.0,32.0,0.7
Viviane Araujo,12,5,0,162.56,56.7,172.72,Orthodox,1986-11-21,4.34,47.0,5.19,55.0,1.83,46.0,77.0,0.7
Dustin Stoltzfus,15,5,0,182.88,83.91,190.5,Orthodox,1991-11-15,3.49,44.0,3.29,48.0,2.4,40.0,46.0,0.7
Francis Marshall,7,2,0,175.26,65.77,182.88,Orthodox,1999-03-03,3.66,33.0,4.07,53.0,3.29,50.0,0.0,0.7
Phillipe Nover,11,8,1,175.26,65.77,182.88,Orthodox,1984-02-03,1.79,35.0,2.48,56.0,0.99,28.0,44.0,0.7
Chris Heatherly,9,4,0,175.26,70.31,182.88,Orthodox,1987-11-24,1.08,45.0,2.67,52.0,3.39,50.0,100.0,0.7
Rodrigo Nascimento,11,1,0,187.96,111.58,203.2,Orthodox,1992-11-26,4.31,48.0,4.76,43.0,1.2,33.0,77.0,0.7
Brandon Thatch,11,5,0,187.96,77.11,187.96,Switch,1985-07-11,2.7,42.0,3.63,52.0,1.36,66.0,50.0,0.7
William Gomis,13,2,0,182.88,65.77,185.42,Southpaw,1997-06-13,2.62,46.0,1.49,75.0,1.06,60.0,81.0,0.7
Mike Russow,15,3,0,185.42,115.67,185.42,Orthodox,1976-09-11,1.55,47.0,2.9,59.0,4.66,43.0,0.0,0.7
Buddy Roberts,12,3,0,187.96,83.91,182.88,Orthodox,1982-10-17,2.17,34.0,2.08,70.0,0.0,0.0,76.0,0.7
Drako Rodriguez,7,3,0,172.72,61.23,175.26,Orthodox,1996-06-16,3.37,36.0,4.4,58.0,2.93,66.0,75.0,0.7
Vinicius Queiroz,8,4,0,200.66,99.79,182.88,Orthodox,1983-08-29,3.67,51.0,4.1,41.0,5.07,70.0,100.0,0.7
Tereza Bleda,7,1,0,175.26,56.7,180.34,Orthodox,2001-11-30,3.02,53.0,1.86,46.0,1.81,27.0,83.0,0.7
Forrest Griffin,19,7,0,190.5,92.99,195.58,Orthodox,1979-03-16,4.38,36.0,2.81,61.0,1.05,48.0,57.0,0.7
Don Frye,20,9,1,185.42,99.34,182.88,Orthodox,1965-11-23,2.87,64.0,3.57,37.0,0.91,57.0,45.0,0.7
Junior Assuncao,16,6,0,175.26,65.77,182.88,Orthodox,1981-06-24,3.31,62.0,2.06,44.0,2.43,24.0,66.0,0.7
Reuben Duran,11,7,1,170.18,61.23,180.34,Orthodox,1983-07-02,3.19,49.0,2.61,50.0,0.98,23.0,25.0,0.7
Gray Maynard,13,7,1,175.26,70.31,177.8,Orthodox,1979-05-09,1.92,32.0,2.64,66.0,2.91,47.0,81.0,0.7
James Vick,13,5,0,190.5,70.31,193.04,Orthodox,1987-02-23,4.13,39.0,3.31,60.0,0.26,33.0,57.0,0.7
Brian Kelleher,24,14,0,167.64,61.23,167.64,Switch,1986-08-19,3.36,41.0,4.61,54.0,1.79,42.0,60.0,0.7
Diego Ferreira,18,5,0,175.26,70.31,187.96,Orthodox,1985-01-18,4.66,37.0,3.42,56.0,0.71,22.0,63.0,0.7
Alex Stiebling,19,11,1,187.96,92.99,182.88,Southpaw,1900-01-01,1.77,42.0,1.45,52.0,0.35,66.0,66.0,0.7
Scott Askham,14,4,0,190.5,83.91,190.5,Southpaw,1988-05-20,3.03,46.0,3.52,52.0,0.44,18.0,65.0,0.7
Kalindra Faria,18,8,1,170.18,56.7,182.88,Switch,1986-07-23,2.23,56.0,1.44,45.0,1.31,66.0,20.0,0.7
Keith Jardine,17,11,2,187.96,83.91,193.04,Orthodox,1975-10-31,3.25,36.0,2.98,59.0,1.18,45.0,62.0,0.7
David Michaud,11,3,0,175.26,70.31,182.88,Orthodox,1988-11-10,3.25,43.0,4.45,54.0,2.53,58.0,77.0,0.7
Luana Carolina,9,4,0,167.64,56.7,175.26,Orthodox,1993-06-11,4.65,50.0,4.0,47.0,0.15,25.0,76.0,0.7
Travis Lutter,10,6,0,180.34,83.91,190.5,Orthodox,1973-05-12,0.41,32.0,2.42,42.0,1.95,24.0,30.0,0.7
Anthony Smith,37,18,0,193.04,92.99,193.04,Orthodox,1988-07-26,3.16,48.0,4.45,46.0,0.52,28.0,48.0,0.7
John Polakowski,2,2,0,177.8,70.31,182.88,Orthodox,1981-06-21,2.6,26.0,2.83,50.0,0.0,0.0,87.0,0.7
Vicente Luque,22,9,1,180.34,77.11,190.5,Orthodox,1991-11-27,5.17,52.0,5.15,52.0,1.04,60.0,62.0,0.7
David Baron,17,4,1,167.64,70.31,182.88,Switch,1973-02-15,1.17,30.0,2.1,56.0,0.0,0.0,14.0,0.7
Ricardo Abreu,5,1,0,180.34,83.91,182.88,Orthodox,1984-04-27,3.79,31.0,3.98,68.0,2.13,42.0,100.0,0.7
DaMarques Johnson,15,15,0,185.42,77.11,190.5,Orthodox,1982-06-28,2.11,37.0,3.75,51.0,1.18,55.0,19.0,0.7
Darrell Horcher,13,4,0,177.8,70.31,177.8,Southpaw,1987-07-28,2.05,44.0,4.21,39.0,0.35,50.0,47.0,0.7
Kyle Nelson,15,5,1,180.34,65.77,180.34,Switch,1991-04-20,3.46,44.0,4.56,52.0,1.15,20.0,73.0,0.7
Damien Brown,17,12,0,177.8,70.31,172.72,Orthodox,1984-12-25,3.66,38.0,4.86,50.0,0.68,27.0,53.0,0.7
Tim Kennedy,18,6,0,180.34,83.91,187.96,Orthodox,1979-09-01,2.78,47.0,1.84,62.0,2.58,35.0,70.0,0.7
Gustavo Lopez,12,6,1,165.1,61.23,170.18,Orthodox,1989-06-27,2.48,40.0,3.87,57.0,1.74,41.0,31.0,0.7
Yoshiro Maeda,35,16,5,170.18,63.05,172.72,Southpaw,1981-10-31,2.36,33.0,2.55,63.0,2.93,51.0,50.0,0.7
Kenji Osawa,20,11,2,170.18,61.23,167.64,Orthodox,1976-11-04,2.34,35.0,2.14,63.0,0.91,58.0,68.0,0.7
Yves Edwards,42,22,1,175.26,70.31,185.42,Southpaw,1976-09-30,2.91,42.0,2.34,66.0,0.76,53.0,69.0,0.7
Maryna Moroz,11,5,0,170.18,56.7,170.18,Orthodox,1991-09-08,4.15,31.0,4.42,53.0,0.67,22.0,45.0,0.7
Thiago Silva,19,6,0,187.96,92.99,187.96,Orthodox,1982-11-12,3.92,50.0,2.55,67.0,1.03,47.0,70.0,0.7
Brad Blackburn,18,13,1,177.8,77.11,185.42,Orthodox,1977-05-25,4.55,35.0,3.59,65.0,0.93,50.0,76.0,0.7
Yancy Medeiros,15,8,0,177.8,70.31,190.5,Orthodox,1987-09-07,4.36,37.0,5.67,47.0,0.33,50.0,73.0,0.7
Jameel Massouh,26,9,0,177.8,65.77,182.88,Orthodox,1984-09-12,1.91,54.0,2.62,55.0,0.67,15.0,50.0,0.7
Ian Heinisch,14,5,0,180.34,83.91,182.88,Orthodox,1988-08-05,3.25,50.0,2.98,59.0,1.02,17.0,59.0,0.7
Katsuyori Shibata,4,11,1,182.88,76.2,182.88,Orthodox,1979-11-17,2.06,35.0,2.4,53.0,0.49,50.0,53.0,0.7
Steve Cantwell,7,6,0,187.96,83.91,190.5,Orthodox,1986-12-08,3.63,34.0,5.76,55.0,0.65,30.0,80.0,0.7
Vanessa Demopoulos,10,5,0,157.48,52.16,149.86,Orthodox,1988-09-22,3.44,43.0,5.06,43.0,0.49,13.0,30.0,0.7
Jeff Monson,60,26,1,175.26,112.04,187.96,Orthodox,1971-01-18,0.97,30.0,2.87,59.0,1.06,12.0,66.0,0.7
Guto Inocente,7,4,0,190.5,92.99,182.88,Orthodox,1986-05-29,4.13,66.0,2.92,54.0,0.67,33.0,66.0,0.7
Leo Kuntz,18,4,1,177.8,70.31,182.88,Orthodox,1983-10-03,1.68,32.0,3.8,45.0,1.99,25.0,33.0,0.7
Devin Powell,9,4,0,182.88,70.31,185.42,Orthodox,1988-03-01,2.88,41.0,3.67,51.0,0.0,0.0,0.0,0.6
Marcus LeVesseur,22,7,0,175.26,70.31,177.8,Southpaw,1982-07-17,2.55,64.0,3.7,37.0,3.89,36.0,83.0,0.6
Vitor Belfort,26,14,0,182.88,83.91,187.96,Southpaw,1977-04-01,1.59,46.0,2.83,50.0,1.02,60.0,53.0,0.6
Tito Ortiz,19,12,1,190.5,92.99,187.96,Orthodox,1975-01-23,2.59,46.0,2.88,60.0,2.47,35.0,54.0,0.6
Francisco Rivera,11,7,0,172.72,61.23,177.8,Orthodox,1981-10-08,4.07,41.0,3.16,68.0,1.01,63.0,68.0,0.6
Jarred Brooks,13,2,0,160.02,56.7,157.48,Switch,1993-05-02,2.12,46.0,1.66,62.0,4.54,57.0,69.0,0.6
Diego Nunes,19,7,0,167.64,65.77,170.18,Orthodox,1982-11-30,2.72,43.0,2.59,58.0,1.18,44.0,65.0,0.6
Joseph Benavidez,28,8,0,162.56,56.7,165.1,Southpaw,1984-07-31,3.52,34.0,2.67,61.0,1.41,30.0,62.0,0.6
Bryan Battle,11,2,0,185.42,77.11,195.58,Orthodox,1994-09-21,4.52,54.0,3.73,42.0,0.94,25.0,45.0,0.6
Mike Lullo,8,3,0,172.72,65.77,182.88,Orthodox,1979-07-24,2.48,36.0,4.84,40.0,1.18,11.0,0.0,0.6
Doug Evans,13,10,0,175.26,70.31,182.88,Orthodox,1980-10-10,1.79,35.0,2.55,55.0,3.19,83.0,69.0,0.6
Chris Tuchscherer,21,4,0,187.96,117.03,193.04,Orthodox,1975-09-08,1.35,31.0,3.17,47.0,1.19,18.0,0.0,0.6
Yoshihisa Yamamoto,14,25,1,187.96,99.79,182.88,Southpaw,1970-07-04,1.65,38.0,3.05,53.0,1.0,20.0,50.0,0.6
Jessica Penne,14,8,0,165.1,52.16,170.18,Orthodox,1983-01-30,2.52,31.0,4.75,46.0,1.32,21.0,36.0,0.6
Geane Herrera,9,3,0,165.1,56.7,167.64,Orthodox,1990-05-27,1.51,31.0,5.07,52.0,0.83,37.0,38.0,0.6
Nick Aguirre,7,2,0,175.26,61.23,187.96,Southpaw,1996-01-15,0.73,33.0,2.89,45.0,1.16,20.0,33.0,0.6
Julia Polastri,12,3,0,157.48,52.16,160.02,Orthodox,1998-03-05,6.19,52.0,5.11,62.0,0.62,100.0,42.0,0.6
Joe Riggs,44,17,0,182.88,83.91,177.8,Southpaw,1982-09-23,2.41,51.0,1.69,57.0,2.45,55.0,62.0,0.6
Kazuyuki Fujita,15,12,0,182.88,106.59,182.88,Orthodox,1970-10-16,1.05,49.0,1.99,52.0,2.78,36.0,85.0,0.6
Jonathan Goulet,23,12,0,182.88,77.11,185.42,Orthodox,1979-07-13,1.61,41.0,2.01,46.0,4.17,70.0,45.0,0.6
Ebenezer Fontes Braga,13,7,2,182.88,90.26,182.88,Orthodox,1969-04-14,2.42,50.0,0.42,71.0,0.0,0.0,90.0,0.6
Luigi Vendramini,9,3,0,172.72,70.31,185.42,Orthodox,1996-01-16,2.82,40.0,3.82,57.0,1.11,15.0,100.0,0.6
Jeka Saragih,14,3,0,172.72,65.77,175.26,Orthodox,1995-01-01,2.76,50.0,2.84,40.0,2.37,100.0,66.0,0.6
Clay Guida,38,21,0,170.18,70.31,177.8,Orthodox,1981-12-08,2.64,33.0,3.01,61.0,3.13,36.0,67.0,0.6
Chepe Mariscal,15,6,1,170.18,65.77,175.26,Orthodox,1992-10-27,4.67,53.0,3.95,52.0,3.22,38.0,100.0,0.6
Phil Davis,17,4,0,187.96,92.99,200.66,Orthodox,1984-09-25,2.85,34.0,1.33,72.0,2.99,38.0,72.0,0.6
Kalib Starnes,17,11,1,190.5,83.91,187.96,Orthodox,1975-01-06,2.71,48.0,4.43,53.0,1.46,33.0,25.0,0.6
Kazuhiro Nakamura,21,13,0,180.34,92.99,177.8,Orthodox,1979-07-16,1.56,37.0,1.83,59.0,1.73,36.0,42.0,0.6
Phillip Miller,16,0,0,180.34,83.91,182.88,Orthodox,1979-02-20,1.61,54.0,1.93,50.0,3.62,25.0,100.0,0.6
Edgar Garcia,14,5,0,177.8,77.11,180.34,Orthodox,1984-02-22,3.16,29.0,4.23,60.0,2.21,57.0,50.0,0.6
Kuniyoshi Hironaka,23,9,0,177.8,76.2,177.8,Orthodox,1976-06-17,1.98,40.0,3.01,54.0,1.91,30.0,25.0,0.6
Raquel Pennington,15,9,0,170.18,61.23,170.18,Orthodox,1988-09-05,4.02,50.0,3.34,62.0,0.93,27.0,63.0,0.6
Kyler Phillips,11,2,0,172.72,61.23,182.88,Orthodox,1995-06-12,5.36,46.0,3.36,61.0,2.87,46.0,70.0,0.6
Chan Sung Jung,17,8,0,170.18,65.77,182.88,Orthodox,1987-03-17,3.93,41.0,4.52,52.0,0.7,44.0,72.0,0.6
Crosley Gracie,2,2,0,175.26,86.18,182.88,Orthodox,1979-07-18,1.69,37.0,1.54,60.0,3.46,85.0,50.0,0.6
Igor Araujo,25,9,0,185.42,77.11,195.58,Orthodox,1980-12-06,1.52,42.0,2.86,49.0,0.86,15.0,22.0,0.6
Shanna Young,9,6,0,170.18,56.7,165.1,Orthodox,1991-02-20,3.18,47.0,4.88,43.0,0.0,0.0,53.0,0.6
Kailin Curran,4,5,0,162.56,52.16,165.1,Orthodox,1991-04-11,3.89,43.0,4.75,53.0,2.0,57.0,61.0,0.6
Mark Munoz,14,6,0,182.88,83.91,180.34,Orthodox,1978-02-09,3.12,51.0,2.26,57.0,3.17,29.0,57.0,0.6
Derek Brunson,23,9,0,185.42,83.91,195.58,Southpaw,1984-01-04,3.51,47.0,3.05,51.0,3.14,33.0,85.0,0.6
Michel Prazeres,26,4,0,167.64,77.11,170.18,Orthodox,1981-07-25,2.38,47.0,2.51,57.0,3.94,36.0,47.0,0.6
TJ Grant,21,5,0,177.8,70.31,182.88,Orthodox,1984-02-26,3.95,54.0,3.21,56.0,1.63,43.0,36.0,0.6
Ashley Yoder,8,9,0,170.18,52.16,175.26,Southpaw,1987-10-20,3.42,39.0,4.13,47.0,1.09,27.0,66.0,0.6
Jake Collier,13,10,0,190.5,104.33,198.12,Orthodox,1988-10-25,5.8,44.0,5.08,50.0,0.71,33.0,67.0,0.6
Aspen Ladd,9,3,0,167.64,61.23,167.64,Orthodox,1995-03-01,3.78,47.0,4.65,47.0,1.56,47.0,62.0,0.6
Patricio Freire,26,4,0,165.1,65.77,165.1,Unknown,1900-01-01,2.84,41.0,4.43,60.0,0.6,18.0,94.0,0.6
Payton Talbott,7,0,0,177.8,61.23,177.8,Switch,1998-09-09,6.66,51.0,3.12,51.0,0.0,0.0,88.0,0.6
John Lineker,31,9,0,160.02,61.23,170.18,Orthodox,1990-06-12,5.36,40.0,4.27,56.0,0.56,58.0,67.0,0.6
Philip De Fries,12,6,0,195.58,113.4,200.66,Orthodox,1986-04-21,2.3,47.0,3.0,37.0,3.29,42.0,100.0,0.6
Davi Ramos,10,4,0,167.64,70.31,177.8,Orthodox,1986-11-05,2.64,37.0,3.44,56.0,1.95,40.0,83.0,0.6
Edmen Shahbazyan,12,4,0,187.96,83.91,190.5,Orthodox,1997-11-20,3.46,51.0,4.13,43.0,2.17,39.0,63.0,0.6
Brian Rogers,14,9,0,180.34,83.91,182.88,Unknown,1900-01-01,4.79,38.0,5.76,58.0,1.22,50.0,100.0,0.6
Victor Henry,23,6,0,170.18,61.23,172.72,Switch,1987-05-04,8.26,54.0,5.95,47.0,0.0,0.0,78.0,0.6
Fernie Garcia,10,4,0,170.18,61.23,170.18,Orthodox,1992-04-12,1.8,34.0,2.69,50.0,0.32,50.0,47.0,0.6
Brendan O'Reilly,6,3,0,170.18,77.11,175.26,Orthodox,1987-06-24,1.9,47.0,2.77,39.0,2.22,43.0,36.0,0.6
